Id,Collection,Type,Name,UserGroup,AgoraVolume,AgoraNumber,Text,PublishedNumber,Classification,Class,Deposit,Dimensions,Chronology,ChronologyRange,Sort,Sibling,Edges,Bibliography,Parent,AgoraLetter
Agora:Object:Agora XII:272,Agora,Object,"Agora XII, no. 272",Public,12,272,Flat bottom; rising strap handle. Dipped; the glaze fired red.,AV 12.272,Black and Plain Pottery | Olpe | Small | Black | Footless,Black and Plain Pottery | Olpe | Small | Black | Footless,A 20:9,,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000272,Agora:Object:P 19383,1,,,
Agora:Object:Agora XII:273,Agora,Object,"Agora XII, no. 273",Public,12,273,"Flat bottom, slightly projecting; rising strap handle. Dipped.",AV 12.273,Black and Plain Pottery | Olpe | Small | Black | Footless,Black and Plain Pottery | Olpe | Small | Black | Footless,M 20:3-L,H. 0.144; diam. 0.073.,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000273,Agora:Object:P 10083,1,,,
Agora:Object:Agora XII:274,Agora,Object,"Agora XII, no. 274",Public,12,274,"Flat bottom, the wall flaring slightly at the bottom; rising strap handle. Dipped.",AV 12.274,Black and Plain Pottery | Olpe | Small | Black | Footless,Black and Plain Pottery | Olpe | Small | Black | Footless,C 19:5 (b),,375-350 B.C.,-375;-350,18+0000000001 Agora 0000000012:0000000274,Agora:Object:P 19562,1,,,
Agora:Object:Agora XII:275,Agora,Object,"Agora XII, no. 275",Public,12,275,"Flat bottom, the wall flaring sharply at the bottom; rising strap handle. Dipped.",AV 12.275,Black and Plain Pottery | Olpe | Small | Black | Footless,Black and Plain Pottery | Olpe | Small | Black | Footless,O 18:2,,350-325 B.C.,-350;-325,18+0000000001 Agora 0000000012:0000000275,Agora:Object:P 12692,1,,,
Agora:Object:Agora XII:276,Agora,Object,"Agora XII, no. 276",Public,12,276,"Low disc foot, slightly projecting; strap handle.",AV 12.276,Black and Plain Pottery | Olpe | Small | Black | Footed,Black and Plain Pottery | Olpe | Small | Black | Footed,Q 12:3,H. 0.113; diam. 0.075.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000276,Agora:Object:P 24098,1,,Agora:Drawing:DA 7643,
Agora:Object:Agora XII:277,Agora,Object,"Agora XII, no. 277",Public,12,277,Disc foot; low strap handle; lip inset inside. Tall. Dipped.,AV 12.277,Black and Plain Pottery | Olpe | Small | Black | Footed,Black and Plain Pottery | Olpe | Small | Black | Footed,G 11:3-POU,,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000277,Agora:Object:P 12542,1,,,
Agora:Object:Agora XII:278,Agora,Object,"Agora XII, no. 278",Public,12,278,"Disc foot, concave beneath; low strap handle. Dipped.From the same deposit, P 2335 R 13:4 &lt;i&gt;Hesperia,&lt;/i&gt; IV, 1935, p. 476, fig. 1, 59.",AV 12.278,Black and Plain Pottery | Olpe | Small | Black | Footed,Black and Plain Pottery | Olpe | Small | Black | Footed,R 13:4,H. 0.089; diam. 0.052.,Ca. 430 B.C.,-430,18+0000000001 Agora 0000000012:0000000278,Agora:Object:P 2338,1,,,
Agora:Object:Agora XII:279,Agora,Object,"Agora XII, no. 279",Public,12,279,"Disc foot, slightly projecting; rising strap handle. Dipped.",AV 12.279,Black and Plain Pottery | Olpe | Small | Black | Footed,Black and Plain Pottery | Olpe | Small | Black | Footed,R 13:4,H. 0.103; diam. 0.056.,Ca. 420 B.C.,-420,18+0000000001 Agora 0000000012:0000000279,Agora:Object:P 2337,1,,,
Agora:Object:Agora XII:280,Agora,Object,"Agora XII, no. 280",Public,12,280,"Rising strap handle; coarsely made, the bottom left rough from the wheel. Unglazed.",AV 12.280,Black and Plain Pottery | Olpe | Small | Black | Footed,Black and Plain Pottery | Olpe | Small | Black | Footed,Q 15:2,,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000280,Agora:Object:P 23901,1,,,
Agora:Object:Agora XII:281,Agora,Object,"Agora XII, no. 281",Public,12,281,"Disc foot, slightly projecting; concave beneath. Rising strap handle. Dipped; the glaze unevenly fired and somewhat peeled; the wall cracked in firing.",AV 12.281,Black and Plain Pottery | Olpe | Small | Black | Footed,Black and Plain Pottery | Olpe | Small | Black | Footed,Q 15:2,,420-400 B.C.,-420;-400,18+0000000001 Agora 0000000012:0000000281,Agora:Object:P 23909,1,,Agora:Image:2000.02.0313,
Agora:Object:Agora XII:282,Agora,Object,"Agora XII, no. 282",Public,12,282,Disc foot; rising strap handle.,AV 12.282,Black and Plain Pottery | Olpe | Small | Black | Footed,Black and Plain Pottery | Olpe | Small | Black | Footed,G 14:2-M,,Ca. 375 B.C.,-375,18+0000000001 Agora 0000000012:0000000282,Agora:Object:P 16135,1,,,
Agora:Object:Agora XII:283,Agora,Object,"Agora XII, no. 283",Public,12,283,"Disc foot, slightly projecting; rising strap handle. Dipped; the glaze mottled and peeled.A fragment, P 7428 E 3:1, from a context of the late 4th century, may be later than &lt;b&gt;283&lt;/b&gt;.",AV 12.283,Black and Plain Pottery | Olpe | Small | Black | Footed,Black and Plain Pottery | Olpe | Small | Black | Footed,,H. 0.132; diam. 0.061.,350-325 B.C.,-350;-325,18+0000000001 Agora 0000000012:0000000283,Agora:Object:P 26030,1,,,
Agora:Object:Agora XII:284,Agora,Object,"Agora XII, no. 284",Public,12,284,"Handle missing.Ring foot, concave above; pear-shaped body with ring at junction of body and neck; flaring mouth. Added red: a band above and below the ring and four bands on the body, evenly spaced. Glaze badly peeled. Perhaps Corinthian.",AV 12.284,Black and Plain Pottery | Olpe | Variants,Black and Plain Pottery | Olpe | Variants,F 12:5,H. to rim 0.102; diam. 0.077.,Ca. 600 B.C.,-600,18+0000000001 Agora 0000000012:0000000284,Agora:Object:P 5404,1,,,
Agora:Object:Agora XII:285,Agora,Object,"Agora XII, no. 285",Public,12,285,"Mouth and handle save for lower attachment missing.Flat bottom; tall body with angle at shoulder. Heavy fabric; dipped unevenly; the glaze, much peeled, does not reach the foot.",AV 12.285,Black and Plain Pottery | Olpe | Variants,Black and Plain Pottery | Olpe | Variants,E 14:5,H. pres. 0.137; diam. 0.083.,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000285,Agora:Object:P 8847,1,,,
Agora:Object:Agora XII:286,Agora,Object,"Agora XII, no. 286",Public,12,286,"Slightly concave bottom; rising handle, round in section. Heavy fabric; glaze worn and peeled. Dipped.",AV 12.286,Black and Plain Pottery | Olpe | Variants,Black and Plain Pottery | Olpe | Variants,,H. 0.106; diam. 0.068.,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000286,Agora:Object:P 6662,1,,,
Agora:Object:Agora XII:287,Agora,Object,"Agora XII, no. 287",Public,12,287,Slender pear-shaped body. Glazed on upper part only. Graffito on neck: Α.,AV 12.287,Black and Plain Pottery | Olpe | Variants,Black and Plain Pottery | Olpe | Variants,E 14:5,H. pres. 0.113.,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000287,Agora:Object:P 8848,1,,,
Agora:Object:Agora XII:288,Agora,Object,"Agora XII, no. 288",Public,12,288,"Mouth and handle save for lower attachment missing.Small disc foot; high shoulder, a ridge at the junction of neck and shoulder; handle, round in section, set on the shoulder. Pale clay; unglazed. Non-Attic?",AV 12.288,Black and Plain Pottery | Olpe | Variants,Black and Plain Pottery | Olpe | Variants,E 14:5,H. pres. 0.098; diam. 0.072.,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000288,Agora:Object:P 8850,1,,,
Agora:Object:Agora XII:289,Agora,Object,"Agora XII, no. 289",Public,12,289,Handle missing.Flat bottom; slender pear-shaped body. Dipped.,AV 12.289,Black and Plain Pottery | Olpe | Variants,Black and Plain Pottery | Olpe | Variants,Q 12:3,H. to rim 0.108; diam. 0.067.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000289,Agora:Object:P 24636,1,,,
Agora:Object:Agora XII:290,Agora,Object,"Agora XII, no. 290",Public,12,290,Small disc foot. Possibly Corinthian.,AV 12.290,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,I 14:1,H. 0.036; diam. 0.072.,Late 7th c. B.C.,-625;-600,18+0000000001 Agora 0000000012:0000000290,Agora:Object:P 3471,1,,Agora:Image:2012.55.1472,
Agora:Object:Agora XII:291,Agora,Object,"Agora XII, no. 291",Public,12,291,Traces of glazing outside as well as in. Possibly Corinthian.,AV 12.291,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,O 12:2,H. 0.026; diam. 0.064.,Ca. 600 B.C.,-600,18+0000000001 Agora 0000000012:0000000291,Agora:Object:P 25658,1,,Agora:Image:2012.55.1472,
Agora:Object:Agora XII:292,Agora,Object,"Agora XII, no. 292",Public,12,292,Narrow lip; added red on top of lip.,AV 12.292,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,,H. 0.029; diam. 0.07.,Ca. 600 B.C.,-600,18+0000000001 Agora 0000000012:0000000292,Agora:Object:P 6572,1,,Agora:Image:2013.04.0026,
Agora:Object:Agora XII:293,Agora,Object,"Agora XII, no. 293",Public,12,293,The glaze inside does not cover the center of the floor; glazed band on deep vertical face of lip.,AV 12.293,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,A 17:1-POU,,Early 6th c. B.C.,-600;-575,18+0000000001 Agora 0000000012:0000000293,Agora:Object:P 18534,1,,Agora:Image:2013.04.0055,
Agora:Object:Agora XII:294,Agora,Object,"Agora XII, no. 294",Public,12,294,"Glazed inside and out, save for the bottom.",AV 12.294,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,C 18:8-POU,,575-550 B.C.,-575;-550,18+0000000001 Agora 0000000012:0000000294,Agora:Object:P 20554,1,,Agora:Image:2013.04.0058,
Agora:Object:Agora XII:295,Agora,Object,"Agora XII, no. 295",Public,12,295,"Flaring ring foot. Glazed on vertical face of lip and on outer face of foot, as well as inside. Added red inside lip.",AV 12.295,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,Q 13:5,H. 0.04; diam. 0.075.,575-550 B.C.,-575;-550,18+0000000001 Agora 0000000012:0000000295,Agora:Object:P 24971,1,,Agora:Image:2014.01.0023,
Agora:Object:Agora XII:296,Agora,Object,"Agora XII, no. 296",Public,12,296,Glazed on outer face of lip. Added red inside lip.,AV 12.296,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,Q 13:5,H. 0.029; diam. 0.063.,575-550 B.C.,-575;-550,18+0000000001 Agora 0000000012:0000000296,Agora:Object:P 24972,1,,Agora:Image:2014.01.0024,
Agora:Object:Agora XII:297,Agora,Object,"Agora XII, no. 297",Public,12,297,Added red on vertical face of lip and for two bands inside lip.,AV 12.297,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,J 18:4-L,,Ca. 550 B.C.,-550,18+0000000001 Agora 0000000012:0000000297,Agora:Object:P 17845,1,,Agora:Image:2013.04.0003,
Agora:Object:Agora XII:298,Agora,Object,"Agora XII, no. 298",Public,12,298,Added red on vertical face of lip.,AV 12.298,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,I 16:4,,Ca. 550 B.C.,-550,18+0000000001 Agora 0000000012:0000000298,Agora:Object:P 991,1,,Agora:Image:2013.04.0018,
Agora:Object:Agora XII:299,Agora,Object,"Agora XII, no. 299",Public,12,299,Glaze on vertical face of lip.,AV 12.299,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,R 21:3,,550-525 B.C.,-550;-525,18+0000000001 Agora 0000000012:0000000299,Agora:Object:P 15548,1,,Agora:Image:2013.04.0038,
Agora:Object:Agora XII:300,Agora,Object,"Agora XII, no. 300",Public,12,300,Added red on vertical face of lip.,AV 12.300,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,U 25:2-L,,550-525 B.C.,-550;-525,18+0000000001 Agora 0000000012:0000000300,Agora:Object:P 13841,1,,Agora:Image:2013.04.0032,
Agora:Object:Agora XII:301,Agora,Object,"Agora XII, no. 301",Public,12,301,Glaze on vertical face of lip.,AV 12.301,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,R 21:3,,550-525 B.C.,-550;-525,18+0000000001 Agora 0000000012:0000000301,Agora:Object:P 15547,1,,Agora:Image:2013.04.0035,
Agora:Object:Agora XII:302,Agora,Object,"Agora XII, no. 302",Public,12,302,Glaze on vertical face of lip.,AV 12.302,Black and Plain Pottery | Kalathos,Black and Plain Pottery | Kalathos,U 25:2-U,,550-525 B.C.,-550;-525,18+0000000001 Agora 0000000012:0000000302,Agora:Object:P 13798,1,,Agora:Image:2013.04.0029,
Agora:Object:Agora XII:303,Agora,Object,"Agora XII, no. 303",Public,12,303,"Flaring ring foot; bell handles. Reserved: underside with two circles; zone above foot decorated with thick lines; handle-panels; outside edge of rim. Added red: two bands, one below the handles, one above the reserved zone. Glaze peeled.This deposit produced many skyphoi from the same shop as &lt;b&gt;303&lt;/b&gt; and &lt;b&gt;304&lt;/b&gt;; inventoried examples are P 5367-71; P 5373-4; P 5376-80.",AV 12.303,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,F 12:5,H. 0.064; diam. 0.101.,Early 6th c. B.C.,-600;-575,18+0000000001 Agora 0000000012:0000000303,Agora:Object:P 5366,1,,,
Agora:Object:Agora XII:304,Agora,Object,"Agora XII, no. 304",Public,12,304,"Flaring ring foot; bell handles. Reserved: underside with circle and dot; outer face of foot; zone above foot; inside of rim, insides of handles. Added red: two bands, one below the handles, one in the middle of the reserved zone with a line above and below it.",AV 12.304,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,F 12:5,H. 0.071; diam. 0.104.,Early 6th c. B.C.,-600;-575,18+0000000001 Agora 0000000012:0000000304,Agora:Object:P 5375,1,,,
Agora:Object:Agora XII:305,Agora,Object,"Agora XII, no. 305",Public,12,305,"Flaring ring foot; bell handles. Reserved: underside with circle and dot, and circle around outer edge; zone above foot decorated with lines; handle-panel. Added red: two lines below handles, one above reserved zone.P 24957 Q 13:5 &lt;i&gt;Hesperia,&lt;/i&gt; XXV, 1956, p. 58 and pl. 18 a, P 24958 Q 13:5 and P 17816 J 18:4-L are so close to &lt;b&gt;305&lt;/b&gt; that they are most likely by the same potter. Cf. also the skyphos from the Burgon tomb in the British Museum TB 838: &lt;i&gt;J.H.S.,&lt;/i&gt; LXXX, 1960, pl. III, 5.",AV 12.305,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,Q 13:5,H. 0.075; diam. 0.11.,575-550 B.C.,-575;-550,18+0000000001 Agora 0000000012:0000000305,Agora:Object:P 24959,1,,Agora:Drawing:DA 7700,
Agora:Object:Agora XII:306,Agora,Object,"Agora XII, no. 306",Public,12,306,"Flaring ring foot; bell handles. Reserved: underside with circle and dot, and circle around outer edge; zone above foot. Added red: band below handles and on reserved zone above foot.Cf. the skyphos from the Burgon tomb in the British Museum TB 839: &lt;i&gt;J.H.S.,&lt;/i&gt; LXXX, 1960, pl. III, 6.",AV 12.306,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,Q 13:5,H. 0.075; diam. 0.119.,575-550 B.C.,-575;-550,18+0000000001 Agora 0000000012:0000000306,Agora:Object:P 24960,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XXV, 1956, p. 58 and pl. 18 b.",Agora:Image:2012.54.1449,
Agora:Object:Agora XII:307,Agora,Object,"Agora XII, no. 307",Public,12,307,"Flaring ring foot; bell handles. Reserved: the whole of the foot and the underside; zone above foot; handles; zone around lip decorated with black strokes. Added red: two bands, one below the handles, and in the zone above the foot.",AV 12.307,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,J 18:4-L,,Ca. 550 B.C.,-550,18+0000000001 Agora 0000000012:0000000307,Agora:Object:P 17842,1,,,
Agora:Object:Agora XII:308,Agora,Object,"Agora XII, no. 308",Public,12,308,"Flaring ring foot; bell handles. Reserved: underside with two circles and dot; outer edge of foot; zone above foot decorated with lines; handle-panels; both sides of the rim. Added red: two lines below the handles, two lines above the reserved zone.",AV 12.308,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,G 15:6,H. 0.121; diam. 0.168.,Ca. 550 B.C.,-550,18+0000000001 Agora 0000000012:0000000308,Agora:Object:P 8970,1,,,
Agora:Object:Agora XII:309,Agora,Object,"Agora XII, no. 309",Public,12,309,"Flaring ring foot with flat resting surface; bell handles. Reserved: underside with two circles and dot; resting surface; outer face of foot; zone above foot; handle-panels. Added red: zone above foot; band below handles.A contemporary skyphos P 1230 G 6:3-L &lt;i&gt;Hesperia,&lt;/i&gt; VII, 1938, p. 392, fig. 29, 37 also has the outer face of the foot reserved.",AV 12.309,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,I 16:4,,550-540 B.C.,-550;-540,18+0000000001 Agora 0000000012:0000000309,Agora:Object:P 1003,1,,,
Agora:Object:Agora XII:310,Agora,Object,"Agora XII, no. 310",Public,12,310,"Flaring ring foot; bell handles, very slightly tilted. Re- served: underside with trace of glazed circle; zone above foot decorated with lines; handle-panel; inside of the rim. Added red: two lines below handles and one above the foot zone.From the same deposit, P 8835 and smaller, P 8836.Cf. Hesp. 55 (1986), p. 29, no. 54.",AV 12.310,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,E 14:5,H. 0.127; diam. 0.169.,530-500 B.C.,-530;-500,18+0000000001 Agora 0000000012:0000000310,Agora:Object:P 8834,1,,Agora:Image:2012.55.0427,
Agora:Object:Agora XII:311,Agora,Object,"Agora XII, no. 311",Public,12,311,"Flaring ring foot; bell handles. Reserved: underside with six glazed circles and a dot; outer edge of foot; zone above foot decorated with lines; handle-panels; inside of rim. Added red: two lines below handles; a line above the foot zone.P 1183, from the same deposit, is by the same potter. For representative pieces belonging to the early 5th century, see P 1325 G 6:3-U &lt;i&gt;Hesperia,&lt;/i&gt; V, 1936, p. 340, fig. 8 and XV, 1946, pl. 63, 243; P 1340, P 2753 G 6:3-U &lt;i&gt;ibid.,&lt;/i&gt; pl. 63, 244-245; also P 10366 &lt;i&gt;Hesperia,&lt;/i&gt; XXXII, 1963, pl. 47, 22.",AV 12.311,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,G 15:1-U,,530-500 B.C.,-530;-500,18+0000000001 Agora 0000000012:0000000311,Agora:Object:P 1182,1,,Agora:Image:2012.50.0304,
Agora:Object:Agora XII:312,Agora,Object,"Agora XII, no. 312",Public,12,312,"Flaring ring foot; bell handles. Reserved: underside with two circles and dot; zone above foot decorated with lines; handle-panels; inside of rim. Added red: two lines below handles, one at upper edge of the foot zone.Similar fragments in B 516, 521, 532.",AV 12.312,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,F 19:4,,480-470 B.C.,-480;-470,18+0000000001 Agora 0000000012:0000000312,Agora:Object:P 15976,1,,,
Agora:Object:Agora XII:313,Agora,Object,"Agora XII, no. 313",Public,12,313,"Flaring ring foot; bell handles. Reserved: underside, outer face of foot and zone above foot. Added red: band below the handles and band in foot zone. Glaze worn and rather streaky.",AV 12.313,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,F 19:4,,Ca. 480 B.C.,-480,18+0000000001 Agora 0000000012:0000000313,Agora:Object:P 15979,1,,,
Agora:Object:Agora XII:314,Agora,Object,"Agora XII, no. 314",Public,12,314,"Flaring ring foot; horseshoe handles. Reserved: underside with glazed circle, band and dot; edge of foot; zone above foot decorated with lines; handle-panels; inside of rim. Added red: two lines below the handles.From the same deposit, P 5144 &lt;i&gt;Hesperia,&lt;/i&gt; V, 1936, p. 347, fig. 16, 2; &lt;i&gt;ARV&lt;/i&gt; 1610 middle.",AV 12.314,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,H 6:5,H. 0.10; diam. 0.126.,470-460 B.C.,-470;-460,18+0000000001 Agora 0000000012:0000000314,Agora:Object:P 5141,1,"&lt;i&gt;Hesperia,&lt;/i&gt; V, 1936, p. 340, fig. 8.",Agora:Image:2012.25.0100,
Agora:Object:Agora XII:315,Agora,Object,"Agora XII, no. 315",Public,12,315,Flaring ring foot; horseshoe handles. Reserved: underside with two circles and dot; zone above foot decorated with lines; handle-panels; inside of rim. Added red: two lines below the handles. Glaze dull brown and slightly peeled.,AV 12.315,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,N 7:3,,460-450 B.C.,-460;-450,18+0000000001 Agora 0000000012:0000000315,Agora:Object:P 21888,1,,,
Agora:Object:Agora XII:316,Agora,Object,"Agora XII, no. 316",Public,12,316,"Flaring ring foot; horseshoe handles. Reserved: underside with two circles and dot; edge of foot. The rest is glazed. Stacking line around middle of pot.From the same deposit P 21889 &lt;i&gt;Hesperia,&lt;/i&gt; XXII, 1953, p. 100, fig. 4, 138; P 21890 &lt;i&gt;ibid.,&lt;/i&gt; pl. 29, 24; &lt;i&gt;Archaeology,&lt;/i&gt; X, 1957, p. 196; P 21892 &lt;i&gt;Hesperia, ibid.,&lt;/i&gt; pl. 29, 26.",AV 12.316,Special Collections | Plans and Drawings | Agora and Environs,Black and Plain Pottery | Skyphos | Corinthian Type,N 7:3,,Ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000000316,Agora:Object:P 21891,1,,Agora:Image:2012.55.0649,
Agora:Object:Agora XII:317,Agora,Object,"Agora XII, no. 317",Public,12,317,"Part of foot, floor and wall.Flaring ring foot. Reserved: band above foot and under- side. Ostrakon of Perikles Xanthippou (443 B.C.).",AV 12.317,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,,,Ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000000317,Agora:Object:P 16755,1,,Agora:Image:2012.76.0329,
Agora:Object:Agora XII:318,Agora,Object,"Agora XII, no. 318",Public,12,318,"Flaring ring foot; horseshoe handles. Reserved: underside with two circles and dot; outer edge of foot; zone above foot with upper part of foot, decorated with lines; handle-panels; inside of rim. Added red: two lines below handles.",AV 12.318,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,G 18:1-M,,450-430 B.C.,-450;-430,18+0000000001 Agora 0000000012:0000000318,Agora:Object:P 16473,1,,Agora:Drawing:DA 7697,
Agora:Object:Agora XII:319,Agora,Object,"Agora XII, no. 319",Public,12,319,Flaring ring foot; horseshoe handles. Reserved: underside with two circles and dot; zone above foot decorated with lines; handle-panels; inside the rim.,AV 12.319,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,Q 15:2,,450-430 B.C.,-450;-430,18+0000000001 Agora 0000000012:0000000319,Agora:Object:P 23882,1,,Agora:Image:2012.02.7197,
Agora:Object:Agora XII:320,Agora,Object,"Agora XII, no. 320",Public,12,320,"Flaring ring foot; horseshoe handles. Reserved: underside with two circles and dot; outer edge of foot; zone above foot decorated with lines; handle-panels; inside of rim. Added red: two lines below handles.From the same deposit P 2298 &lt;i&gt;Hesperia,&lt;/i&gt; IV, 1935, p. 506, fig. 23, 22; P 2302 &lt;i&gt;ibid.,&lt;/i&gt; fig. 23, 26 and P 2321 &lt;i&gt;ibid.,&lt;/i&gt; fig. 23, 32. From a closely contemporary grave in the Lenormant Street cemetery, P 10284 &lt;i&gt;Hesperia,&lt;/i&gt; VI, 1937, p. 363, fig. 24; &lt;i&gt;A.J.A.,&lt;/i&gt; XL, 1936, p. 202, fig. 23; &lt;i&gt;Hesperia,&lt;/i&gt; XXXII, 1963, pl. 39, D 6. Also cf. &lt;i&gt;Délos,&lt;/i&gt; XXI, 1952, pl. 49, 180, all black.",AV 12.320,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,R 13:4,,Ca. 425 B.C.,-425,18+0000000001 Agora 0000000012:0000000320,Agora:Object:P 2299,1,,Agora:Image:2014.01.0113,
Agora:Object:Agora XII:321,Agora,Object,"Agora XII, no. 321",Public,12,321,"Flaring ring foot; horseshoe handles. Glazed all over, save for a narrow reserved band at junction of foot and under- side.For another skyphos of the same date, see P 10996 B 15:1 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, p. 320, fig. 2, and pl. 85, 27. A little earlier, P 19314 B 18:5 &lt;i&gt;ibid.,&lt;/i&gt; pl. 39, 3 and XX, 1951, pl. 73, 2.Restored in plaster.",AV 12.321,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,M 20:3-L,H. 0.085; diam. 0.104.,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000321,Agora:Object:P 10093,1,,,
Agora:Object:Agora XII:322,Agora,Object,"Agora XII, no. 322",Public,12,322,"Flaring ring foot; horseshoe handles. Reserved: underside with two circles and dot; zone above foot decorated with cross-hatching; handle-panels; inner edge of rim. Added red: two lines below the handles. Glaze somewhat mottled and peeled.By the same potter, P 24153, from the same deposit. A little later, P 19296 B 18:4 &lt;i&gt;Hesperia,&lt;/i&gt; XX, 1951, pl. 50 c (Pyre 3-2), restored too high, and P 19443 B 19:8 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, p. 320, fig. 2, 140.",AV 12.322,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,Q 15:2,H. 0.108; diam. 0.125.,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000322,Agora:Object:P 24152,1,,Agora:Image:2012.55.1476,
Agora:Object:Agora XII:323,Agora,Object,"Agora XII, no. 323",Public,12,323,"Flaring ring foot; horseshoe handles. Reserved: underside with two circles and dot; zone above foot with part of foot, decorated with cross-hatching; handle-panels and just below; inside of rim.",AV 12.323,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,G 14:2-M,,Ca. 380 B.C.,-380,18+0000000001 Agora 0000000012:0000000323,Agora:Object:P 16143,1,,,
Agora:Object:Agora XII:324,Agora,Object,"Agora XII, no. 324",Public,12,324,"Flaring ring foot; horseshoe handles. Reserved: underside with two circles and dot. Stacking line round body.Compare P 14812 O 22:1 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, p. 320, fig. 2, 141. For others of this date, see &lt;i&gt;Olynthus,&lt;/i&gt; XIII, pl. 198 and the slightly later fragments from Mekyberna, pl. 194. For a red-figured Corinthian-type skyphos of this same stage of development see Athens 13909: &lt;i&gt;Essays Lehmann,&lt;/i&gt; pp. 153-159, figs. 1-4 and ill.1 (S. Karouzou), there dated &lt;i&gt;ca.&lt;/i&gt; 370 B.C.",AV 12.324,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,C 14:3,H. 0.082; diam. 0.096.,375-360 B.C.,-375;-360,18+0000000001 Agora 0000000012:0000000324,Agora:Object:P 7595,1,,Agora:Image:2007.04.0015,
